,school.branches,school.carnegie_basic,school.carnegie_size_setting,school.carnegie_undergrad,school.degrees_awarded.highest,school.degrees_awarded.predominant,school.faculty_salary,school.ft_faculty_rate,school.institutional_characteristics.level,school.instructional_expenditure_per_fte,school.locale,school.main_campus,school.name,school.operating,school.ownership,school.state,school.tuition_revenue_per_fte,school.under_investigation
9,1,7,3,1,2,2,8719.0,0.2453,2,3178,41,1,Crafton Hills College,1,1,CA,509,0
10,1,30,6,0,4,1,2323.0,,1,6870,41,1,Dell'Arte International School of Physical Theatre,1,2,CA,9382,0
11,1,30,6,7,3,3,5104.0,,1,3469,11,1,Design Institute of San Diego,1,3,CA,21143,0
12,1,30,8,11,3,3,,0.0,1,4162,11,1,Columbia College-Hollywood,1,2,CA,22076,0
13,1,18,12,13,4,3,7393.0,0.9927,1,7465,13,1,University of North Alabama,1,1,AL,7061,0
14,1,18,15,5,4,3,5985.0,0.9826,1,1864,11,1,Grand Canyon University,1,3,AZ,10827,0
15,6,10,3,4,2,2,4926.0,,2,2855,22,1,Universal Technical Institute of Arizona Inc,1,3,AZ,12813,0
16,135,28,6,6,3,2,4573.0,0.1628,1,1877,12,0,ITT Technical Institute-Tempe,0,3,AZ,18064,0
17,3,-3,-2,-2,1,1,,,2,3690,11,1,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1,3,AZ,10555,0
18,1,7,3,1,2,2,8917.0,1.0,2,6251,11,1,South Mountain Community College,1,1,AZ,1083,0
19,1,-3,-2,-2,1,1,,,3,3762,11,1,Tucson College,0,3,AZ,11739,0
0,15,-3,-2,-2,1,1,,,3,6796,13,0,Empire Beauty School-Flagstaff,1,3,AZ,8612,0
1,1,1,2,2,2,2,5724.0,0.4795,2,5184,32,1,Jefferson Davis Community College,1,1,AL,1151,0
2,1,3,2,1,2,1,6128.0,0.3624,2,6651,41,1,Northland Pioneer College,1,1,AZ,1240,0
3,1,2,3,2,2,2,5923.0,0.5091,2,4791,13,1,Northwest-Shoals Community College,1,1,AL,2021,0
4,1,3,3,1,2,1,6247.0,0.3002,2,5267,13,1,Arizona Western College,1,1,AZ,718,0
5,6,29,6,0,4,1,18326.0,0.8261,1,76780,21,0,Thunderbird School of Global Management,1,1,AZ,90214,0
6,6,10,2,4,2,1,4293.0,0.72,2,2469,11,1,Carrington College-Phoenix North,1,3,AZ,13086,0
7,1,22,10,13,4,3,5028.0,1.0,1,6762,41,1,University of Mobile,1,2,AL,9767,0
8,1,22,11,11,3,3,4337.0,0.7937,1,4653,21,1,Miles College,1,2,AL,4787,0
9,1,20,11,14,4,3,6278.0,0.6567,1,7567,12,1,Spring Hill College,1,2,AL,12076,0
10,9,10,-2,-2,1,1,,,3,5929,21,0,Arizona Automotive Institute,1,3,AZ,17055,0
11,2,10,1,4,2,2,,,2,8673,21,1,Prince Institute-Southeast,0,3,IL,13841,0
12,1,1,1,2,2,1,5786.0,0.7667,2,9028,41,1,Reid State Technical College,1,1,AL,1814,0
13,3,10,6,10,3,2,5438.0,0.1818,1,4212,13,1,CollegeAmerica-Flagstaff,1,2,AZ,19640,0
14,1,-3,-2,-2,1,1,,,3,8581,11,1,Arizona Academy of Beauty-East,1,3,AZ,10770,0
15,1,1,2,3,2,2,5770.0,0.5955,2,6003,41,1,Alabama Southern Community College,1,1,AL,1627,0
16,135,28,6,6,3,2,6107.0,0.0395,1,4022,13,0,ITT Technical Institute-Rancho Cordova,0,3,CA,16846,0
17,1,11,2,1,2,1,4750.0,0.4512,2,6109,41,1,Cossatot Community College of the University of Arkansas,1,1,AR,1464,0
18,1,2,2,2,2,2,4837.0,0.9684,2,6368,23,1,National Park College,1,1,AR,1591,0
19,3,10,2,4,2,1,5496.0,,2,4774,11,1,American Career College-Los Angeles,1,3,CA,13931,0
0,1,-3,-2,-2,1,1,,,3,11987,13,1,Northwest Technical Institute,1,1,AR,3151,0
1,1,21,11,12,3,3,6227.0,1.0,1,9640,32,1,Ouachita Baptist University,1,2,AR,10761,0
2,1,2,2,2,2,1,5218.0,0.4848,2,5990,33,1,North Arkansas College,1,1,AR,1024,0
3,1,2,2,1,2,1,5039.0,1.0,2,9612,41,1,Arkansas Northeastern College,1,1,AR,1128,0
4,1,-3,-2,-2,1,1,5536.0,,2,4257,13,1,Jefferson Regional Medical Center School of Nursing,1,2,AR,3588,0
5,1,4,2,1,2,1,4348.0,1.0,2,7411,21,1,Arkansas State University Mid-South,1,1,AR,2608,0
6,1,21,11,14,4,3,7401.0,1.0,1,12401,13,1,Hendrix College,1,2,AR,12241,0
7,1,1,1,4,2,2,5886.0,0.8696,2,4943,43,1,Marion Military Institute,1,1,AL,2795,0
8,1,-3,-2,-2,1,1,,,3,5141,12,1,Cortiva Institute-Scottsdale,1,3,AZ,6863,0
9,1,5,4,1,2,2,8032.0,0.4068,2,5863,12,1,Chabot College,1,1,CA,1154,0
10,1,5,5,1,2,2,8171.0,0.2619,2,4269,21,1,Chaffey College,1,1,CA,805,0
11,1,18,13,13,4,3,6919.0,0.9363,1,6904,12,1,Concordia University-Irvine,1,2,CA,14774,0
12,1,-3,-2,-2,1,1,,,3,5449,21,1,Career Academy of Beauty,1,3,CA,7730,0
13,14,-3,-2,-2,1,1,,,3,8270,12,0,CET-Colton,1,2,CA,6589,0
14,1,26,6,0,4,3,5935.0,0.1455,1,9108,13,1,Sofia University,1,3,CA,20881,0
15,1,10,1,4,2,1,5531.0,,2,6736,11,1,Le Cordon Bleu College of Culinary Arts-San Francisco,0,3,CA,10221,0
16,1,21,7,11,3,3,6103.0,0.2523,1,6377,21,1,San Diego Christian College,1,2,CA,18945,0
17,1,7,3,1,2,2,8761.0,0.411,2,4944,41,1,Cerro Coso Community College,1,1,CA,672,0
18,6,17,9,7,4,1,9399.0,0.8811,1,8315,11,1,Alliant International University-San Diego,1,3,CA,17170,0
19,1,-3,-2,-2,1,1,6052.0,0.6235,2,5420,12,1,Baptist Health College-Little Rock,1,2,AR,4791,0
0,1,26,6,11,4,2,7853.0,0.5309,1,20783,21,1,Charles R Drew University of Medicine and Science,1,2,CA,30634,0
1,1,26,18,0,4,4,5000.0,,1,3069,13,1,Emperor's College of Traditional Oriental Medicine,1,3,CA,11687,0
2,1,17,18,0,4,4,6486.0,0.3443,1,12263,13,1,Fielding Graduate University,1,2,CA,23599,0
3,1,-3,-2,-2,1,1,,,3,3115,33,1,Fredrick and Charles Beauty College,1,3,CA,8098,0
4,1,24,18,0,4,4,7951.0,0.9231,1,11786,12,1,Fuller Theological Seminary in California,1,2,CA,11521,0
5,1,5,5,1,2,2,11077.0,0.3056,2,4695,21,1,Fullerton College,1,1,CA,790,0
6,1,19,13,13,4,3,8579.0,0.5082,1,8196,33,1,Humboldt State University,1,1,CA,4669,0
7,3,-3,-2,-2,1,1,,,3,3223,13,1,Toni & Guy Hairdressing Academy-Santa Monica,1,3,CA,8322,0
8,135,28,6,10,3,2,5355.0,0.1186,1,2095,21,0,ITT Technical Institute-National City,0,3,CA,20643,0
9,2,4,5,1,2,2,8842.0,0.3707,2,5075,21,1,El Camino Community College District,1,1,CA,1034,0
10,1,-3,-2,-2,1,1,,,3,1663,11,1,Salon Success Academy-Riverside,1,3,CA,8900,0
11,1,19,8,11,4,3,8273.0,0.2763,1,8933,11,1,Holy Names University,1,2,CA,17188,0
12,12,-3,-2,-2,1,1,,,2,6995,12,0,Empire Beauty School-Lakewood,0,3,CO,9192,0
13,1,5,3,1,2,1,6809.0,1.0,2,4440,11,1,Community College of Aurora,1,1,CO,4605,0
14,1,21,12,11,4,3,6609.0,0.4927,1,6218,13,1,Colorado Mesa University,1,1,CO,7382,0
15,1,18,12,9,4,3,7831.0,0.5438,1,7750,11,1,University of Colorado Colorado Springs,1,1,CO,10595,0
16,1,21,13,13,3,3,7078.0,0.75,1,7130,32,1,Fort Lewis College,1,1,CO,4968,0
17,1,30,10,7,3,3,5260.0,0.2718,1,5283,11,1,The Art Institute of Colorado,1,3,CO,13444,0
18,1,16,15,9,4,3,9877.0,0.6577,1,27602,11,1,University of Colorado Denver/Anschutz Medical Campus,1,1,CO,13865,0
19,1,7,4,1,2,2,7971.0,0.3159,2,3675,12,1,Ventura College,1,1,CA,644,0
0,2,24,18,0,4,4,5715.0,1.0,1,8850.0,21,1,Denver Seminary,1,2,CO,10983.0,0
1,1,16,13,14,4,3,10495.0,0.5538,1,14502.0,11,1,University of Denver,1,2,CO,26959.0,0
2,1,19,12,5,4,3,6039.0,0.1712,1,3571.0,12,1,Colorado Christian University,1,2,CO,13221.0,0
3,1,-3,-2,-2,1,1,,,2,2649.0,12,1,Hair Dynamics Education Center,1,3,CO,10615.0,0
4,1,1,2,2,2,2,5154.0,0.3488,2,4242.0,33,1,Lamar Community College,1,1,CO,3538.0,0
5,1,5,3,1,2,1,6041.0,1.0,2,4669.0,12,1,Red Rocks Community College,1,1,CO,4991.0,0
6,1,3,3,1,2,1,6201.0,1.0,2,5617.0,12,1,Pueblo Community College,1,1,CO,3372.0,0
7,1,20,14,13,4,3,8745.0,1.0,1,10532.0,31,1,Eastern Connecticut State University,1,1,CT,6608.0,0
8,1,2,3,1,2,2,7222.0,0.4065,2,6703.0,12,1,Housatonic Community College,1,1,CT,2491.0,0
9,1,2,3,1,2,2,7666.0,0.2688,2,7580.0,13,1,Three Rivers Community College,1,1,CT,2636.0,0
10,1,6,3,1,2,2,7734.0,0.252,2,8811.0,12,1,Capital Community College,1,1,CT,1919.0,0
11,2,18,18,0,4,4,11610.0,,1,21783.0,12,0,Rensselaer Hartford Graduate Center Inc,1,2,CT,35735.0,0
12,4,-3,-2,-2,1,1,,,2,2087.0,13,1,American Institute-West Hartford,1,3,CT,12933.0,0
13,5,-3,-2,-2,1,1,,,3,5214.0,21,1,Lincoln Technical Institute-New Britain,1,3,CT,10900.0,0
14,1,-3,-2,-2,1,1,,,3,,12,1,Bridgeport Hospital School of Nursing,0,2,CT,,0
15,3,-3,-2,-2,1,1,,,3,1892.0,21,1,Connecticut Center for Massage Therapy-Newington,1,3,CT,6024.0,0
16,1,4,2,1,2,2,7828.0,0.2762,2,9806.0,31,1,Northwestern Connecticut Community College,1,1,CT,2599.0,0
17,1,-3,-2,-2,1,1,,,3,2867.0,33,1,Genesis Career College-Cookeville,1,3,TN,0.0,0
18,1,25,18,0,4,4,,,1,32351.0,11,1,Meharry Medical College,1,2,TN,34194.0,0
19,1,16,15,9,4,3,8505.0,0.664,1,9551.0,11,1,University of Memphis,1,1,TN,7412.0,0
0,1,24,18,0,4,4,6782.0,1.0,1,9337,11,1,Memphis Theological Seminary,1,2,TN,12725,0
1,1,17,16,13,4,3,7155.0,0.7513,1,8307,12,1,Middle Tennessee State University,1,1,TN,6545,0
2,1,26,18,0,4,4,4860.0,0.625,1,9449,22,1,Sherman College of Straight Chiropractic,1,2,SC,20867,0
3,1,-3,-2,-2,1,1,,,3,3938,13,1,Sumter Beauty College,1,3,SC,7997,0
4,1,7,5,2,2,2,5414.0,0.4731,2,4694,13,1,Trident Technical College,1,1,SC,3585,0
5,1,-3,-2,-2,1,1,,,2,6686,32,1,Tennessee College of Applied Technology-Dickson,1,1,TN,2823,0
6,1,17,15,13,4,3,6835.0,0.6594,1,12771,13,1,East Tennessee State University,1,1,TN,7976,0
7,1,3,4,1,2,2,5411.0,0.3927,2,6706,12,1,Chattanooga State Community College,1,1,TN,3823,0
8,1,26,18,0,4,4,3256.0,0.5882,1,6818,11,1,Middle Tennessee School of Anesthesia Inc,1,2,TN,18114,0
9,1,2,3,2,2,2,5289.0,0.3131,2,4981,41,1,Motlow State Community College,1,1,TN,3311,0
10,1,19,13,13,4,3,5940.0,0.9245,1,6210,13,1,Lee University,1,2,TN,10171,0
11,1,-3,-2,-2,1,1,,,2,6575,32,1,Tennessee College of Applied Technology-Athens,1,1,TN,883,0
12,1,19,12,7,4,3,3492.0,1.0,1,8369,32,1,Bethel University,1,2,TN,9672,0
13,1,-3,-2,-2,1,1,,,2,4624,33,1,Tennessee College of Applied Technology-Livingston,1,1,TN,972,0
14,1,22,10,11,3,3,5234.0,1.0,1,5343,32,1,Martin Methodist College,1,2,TN,9614,0
15,1,18,13,9,4,3,5978.0,0.6065,1,12529,32,1,Lincoln Memorial University,1,2,TN,19934,0
16,1,1,-2,-2,1,1,,,3,9847,33,1,Uintah Basin Applied Technology College,1,1,UT,2325,0
17,1,15,15,9,4,3,9971.0,0.8463,1,13410,12,1,University of Utah,1,1,UT,10451,0
18,1,16,15,5,4,3,8790.0,0.6417,1,5712,11,1,The University of Texas at Arlington,1,1,TX,6903,0
19,1,16,15,7,4,3,8628.0,0.6927,1,7286,11,1,The University of Texas at El Paso,1,1,TX,5952,0
0,1,18,13,7,4,3,7551.0,0.5142,1,7179,33,1,Tarleton State University,1,1,TX,6483,0
1,1,23,12,7,3,2,6621.0,0.3585,1,4454,13,1,Dixie State University,1,1,UT,5042,0
2,1,18,9,5,4,3,4810.0,1.0,1,7768,33,1,Wayland Baptist University,1,2,TX,8733,0
3,1,-3,-2,-2,1,1,,,3,2304,13,1,Victoria Beauty College Inc,1,3,TX,8542,0
4,1,2,3,1,2,2,5766.0,0.2181,2,6491,13,1,Victoria College,1,1,TX,3928,0
5,1,-3,-2,-2,1,1,,,2,7993,33,1,Evans Hairstyling College-Cedar City,1,3,UT,8804,0
6,1,-3,-2,-2,1,1,,,2,3580,13,1,Evans Hairstyling College-St George,1,3,UT,6608,0
7,7,23,6,10,3,2,3481.0,0.3043,1,5610,21,1,Stevens-Henager College,1,2,UT,19312,0
8,1,21,11,13,4,3,6342.0,1.0,1,8142,32,1,Castleton University,1,1,VT,12824,0
9,1,4,3,1,2,2,5923.0,1.0,2,5526,31,1,Weatherford College,1,1,TX,1961,0
10,1,-3,-2,-2,1,1,,,2,6054,33,1,Avera Sacred Heart Hospital,1,2,SD,744,0
11,1,33,6,5,4,2,5609.0,0.6522,1,6183,43,1,Sinte Gleska University,1,2,SD,3307,0
12,1,16,13,9,4,3,7404.0,0.7249,1,9287,32,1,University of South Dakota,1,1,SD,6837,0
13,1,7,4,2,2,1,6102.0,0.3502,2,5478,21,1,Midlands Technical College,1,1,SC,3784,0
14,1,7,4,1,2,2,5244.0,0.4123,2,6396,13,1,Greenville Technical College,1,1,SC,3300,0
15,1,7,4,1,2,2,6664.0,0.997,2,6023,13,1,Community College of Rhode Island,1,1,RI,2974,0
16,1,16,16,12,4,3,9897.0,0.6427,1,7979,21,1,University of Rhode Island,1,1,RI,12903,0
17,1,18,12,7,4,3,7435.0,1.0,1,7729,21,1,Rhode Island College,1,1,RI,6155,0
18,1,20,13,13,4,3,6885.0,1.0,1,8649,13,1,Coastal Carolina University,1,1,SC,12315,0
19,1,22,10,13,4,3,7194.0,0.9375,1,6868,33,1,Northern State University,1,1,SD,5071,0
0,1,22,11,12,4,3,5704.0,1.0,1,4878,41,1,North Greenville University,1,2,SC,7092,0
1,1,1,1,1,2,1,4088.0,0.413,2,5075,32,1,Williamsburg Technical College,1,1,SC,991,0
2,1,4,3,2,2,2,5484.0,0.3625,2,5105,13,1,York Technical College,1,1,SC,3068,0
3,1,18,15,13,4,3,7855.0,0.7494,1,6891,23,1,Texas State University,1,1,TX,7690,0
4,1,3,4,2,2,2,5493.0,1.0,2,4229,32,1,South Plains College,1,1,TX,2210,0
5,3,5,5,1,2,2,6912.0,0.3477,2,6754,21,1,San Jacinto Community College,1,1,TX,3014,0
6,1,7,3,1,2,2,5680.0,0.4841,2,6196,11,1,St Philip's College,1,1,TX,1725,0
7,1,19,-2,-2,4,3,5303.0,0.6279,1,5866,12,1,Texas Southmost College,1,1,TX,5113,0
8,1,7,4,1,2,2,7594.0,0.208,2,4524,11,1,Richland College,1,1,TX,1572,0
9,2,-3,-2,-2,1,1,,,3,3945,31,1,Seguin Beauty School-Seguin,1,3,TX,13241,0
10,1,18,14,13,4,3,10069.0,0.5821,1,7694,11,1,St. Mary's University,1,2,TX,11886,0
11,1,7,4,1,2,2,7047.0,0.27,2,5644,12,1,North Lake College,1,1,TX,1708,0
12,1,19,10,9,4,3,6482.0,0.4459,1,9022,13,1,LeTourneau University,1,2,TX,15509,0
13,1,-3,-2,-2,1,1,,,2,10023,12,1,Covenant School of Nursing and Allied Health,1,2,TX,4820,0
14,3,-3,-2,-2,1,1,,,3,1445,11,1,Everest Institute-San Antonio,1,2,TX,4320,0
15,2,-3,-2,-2,1,1,,,3,7189,33,1,Conlee's College of Cosmetology,1,3,TX,7068,0
16,1,17,12,9,4,3,7846.0,0.6708,1,6691,11,1,Texas A & M University-Corpus Christi,1,1,TX,7143,0
17,1,-3,-2,-2,1,1,,,3,5559,12,1,Tennessee School of Beauty of Knoxville Inc,1,3,TN,8054,0
18,1,18,16,13,4,3,7726.0,1.0,1,7421,33,1,Tennessee Technological University,1,1,TN,6086,0
19,1,7,4,2,2,2,6237.0,0.4321,2,5349,21,1,Pellissippi State Community College,1,1,TN,3347,0
0,1,19,12,11,4,3,7018.0,0.6911,1,7496,13,1,Angelo State University,1,1,TX,6523,0
1,1,9,1,1,2,1,4140.0,0.5,2,5156,11,1,William Moore College of Technology,1,2,TN,3800,0
2,1,3,4,1,2,2,5982.0,0.5143,2,6870,12,1,Amarillo College,1,1,TX,2408,0
3,1,19,13,13,4,3,6872.0,0.6548,1,8117,33,1,The University of Tennessee-Martin,1,1,TN,5106,0
4,1,7,4,1,2,2,7117.0,0.2614,2,4258,21,1,Eastfield College,1,1,TX,925,0
5,1,7,3,1,2,2,6521.0,0.3204,2,6752,11,1,El Centro College,1,1,TX,995,0
6,1,7,3,1,2,1,6924.0,0.3144,2,5668,41,1,Cedar Valley College,1,1,TX,1028,0
7,1,2,3,1,2,1,5522.0,0.7341,2,4947,33,1,Angelina College,1,1,TX,1539,0
8,1,19,16,13,4,3,7781.0,0.6944,1,8556,32,1,Central Washington University,1,1,WA,6637,0
9,1,12,12,5,3,2,6870.0,0.9902,1,5667,12,1,Bellevue College,1,1,WA,3852,0
10,1,15,16,14,4,3,10882.0,0.9809,1,11792,13,1,Virginia Polytechnic Institute and State University,1,1,VA,12914,0
11,1,22,11,10,4,3,5660.0,0.6286,1,6051,12,1,Virginia Union University,1,2,VA,10304,0
12,1,21,11,12,3,3,7700.0,0.7293,1,9027,11,1,Virginia Wesleyan College,1,2,VA,15343,0
13,1,-3,6,5,3,3,7032.0,0.5091,1,11171,21,1,Bon Secours Memorial College of Nursing,1,2,VA,6936,0
14,1,2,2,2,2,2,6374.0,0.3182,2,4741,23,1,Virginia Highlands Community College,1,1,VA,1741,0
15,1,-3,1,1,2,2,6528.0,0.8824,2,9166,21,1,Southside Regional Medical Center Professional Schools,1,3,VA,5860,0
16,3,10,1,4,2,1,4839.0,0.2222,2,5631,12,1,Fortis College-Norfolk,1,3,VA,8205,0
17,1,-3,-2,-2,1,1,,,3,5645,12,1,Wards Corner Beauty Academy-Norfolk,0,3,VA,10744,0
18,1,-3,-2,-2,1,1,,,3,5643,23,1,Washington County Adult Skill Center,0,1,VA,1038,0
19,1,-3,-2,-2,1,1,,,3,6311,12,1,Evergreen Beauty and Barber College-Bellevue,1,3,WA,9657,0
0,1,2,2,2,2,1,6171.0,0.2803,2,4685,41,1,Patrick Henry Community College,1,1,VA,2245,0
1,1,25,12,11,4,3,9791.0,0.7062,1,140584,11,1,The University of Texas Health Science Center at Houston,1,1,TX,10586,0
2,18,23,6,5,3,2,6153.0,0.2679,1,3185,21,0,Bryant & Stratton College-Richmond,1,3,VA,18356,0
3,1,19,14,12,4,3,6256.0,1.0,1,8989,12,1,Hampton University,1,2,VA,13004,0
4,8,14,6,5,4,2,3411.0,,1,5609,22,1,American National University,1,3,VA,15103,0
5,1,19,14,12,4,3,7258.0,1.0,1,7593,33,1,Longwood University,1,1,VA,6952,0
6,4,14,6,5,3,2,4010.0,,1,3308,11,1,Centura College-Virginia Beach,1,3,VA,16860,0
7,1,2,3,1,2,1,6268.0,0.299,2,5687,32,1,Danville Community College,1,1,VA,2059,0
8,1,1,2,1,2,2,6656.0,0.3134,2,6517,41,1,Dabney S Lancaster Community College,1,1,VA,2769,0
9,1,21,8,13,4,3,6796.0,0.6176,1,16118,22,1,Hollins University,1,2,VA,10616,0
10,1,2,2,2,2,1,6059.0,0.32,2,5802,32,1,Mountain Empire Community College,1,1,VA,1375,0
11,1,19,6,11,4,3,5139.0,0.1458,1,9158,42,1,Goddard College,1,2,VT,15463,0
12,1,18,10,13,4,3,7261.0,0.5819,1,9981,11,1,Texas Wesleyan University,1,2,TX,17924,0
13,1,26,18,0,4,4,5194.0,0.85,1,12820,21,1,Texas Chiropractic College Foundation Inc,1,2,TX,25233,0
14,1,22,11,12,4,3,6961.0,0.6565,1,9467,31,1,Texas Lutheran University,1,2,TX,11870,0
15,1,20,10,11,4,3,5318.0,0.6308,1,5592,21,1,Southwestern Assemblies of God University,1,2,TX,13678,0
16,2,10,-2,-2,1,1,,,3,2545,11,1,Brightwood College-Houston,1,3,TX,9942,0
17,1,25,9,10,4,4,8621.0,0.8143,1,393969,11,1,University of Texas Southwestern Medical Center,1,1,TX,10771,0
18,1,2,3,1,2,1,5685.0,0.5886,2,4528,13,1,Texarkana College,1,1,TX,2099,0
19,9,10,-2,-2,2,1,3839.0,0.875,2,4527,21,0,Lincoln College of Technology-Grand Prairie,1,3,TX,11021,0
0,1,2,3,2,2,2,6241.0,1.0,2,5085,42,1,Northeast Texas Community College,1,1,TX,1313,0
1,1,21,11,14,3,3,7795.0,0.6975,1,12118,21,1,Southwestern University,1,2,TX,15983,0
2,3,-3,-2,-2,1,1,,,3,2002,11,1,Ogle School Hair Skin Nails-Ft Worth,1,3,TX,10253,0
3,2,-3,-2,-2,1,1,,,3,5245,21,1,South Texas Vocational Technical Institute-Weslaco,1,3,TX,16172,0
4,1,21,8,11,3,3,3948.0,0.6818,1,14079,43,1,Sterling College,1,2,VT,13624,0
5,1,22,8,11,4,3,5951.0,1.0,1,10535,32,1,Averett University,1,2,VA,14724,0
6,1,20,14,14,4,3,8263.0,0.6239,1,9234,12,1,Christopher Newport University,1,1,VA,7198,0
7,1,18,14,13,4,3,7421.0,0.4945,1,8036,32,1,Norwich University,1,2,VT,15583,0
8,1,16,14,14,4,3,11066.0,0.8448,1,13943,23,1,College of William and Mary,1,1,VA,18720,0
9,1,21,11,12,3,3,6430.0,0.8013,1,6090,23,1,Bridgewater College,1,2,VA,11349,0
10,1,22,10,11,3,3,4651.0,0.6304,1,4934,32,1,Wiley College,1,2,TX,7266,0
11,1,2,3,1,2,1,6269.0,0.247,2,5469,13,1,Central Virginia Community College,1,1,VA,2988,0
12,1,32,7,11,3,2,4953.0,0.5926,1,7693,32,1,New England Culinary Institute,1,3,VT,18528,0
13,1,17,12,9,4,3,7528.0,1.0,1,7385,11,1,Regent University,1,2,VA,13762,0
14,1,2,2,1,2,2,4505.0,1.0,2,3651,33,1,Western Texas College,1,1,TX,2382,0
15,1,-3,-2,-2,1,1,,,3,2296,12,1,Tidewater Tech-Trades,1,3,VA,12509,0
16,1,5,5,1,2,2,7825.0,0.2749,2,4776,21,1,Northern Virginia Community College,1,1,VA,4099,0
17,1,5,5,1,2,2,4724.0,1.0,2,3795,21,1,Georgia State University-Perimeter College,1,1,GA,3137,0
18,1,-3,-2,-2,1,1,,,2,5369,13,1,Headmasters School of Hair Design,1,3,ID,6233,0
19,33,23,6,5,3,2,4965.0,0.0652,1,2219,21,0,National American University-Independence,1,3,MO,14158,0
0,1,-3,-2,-2,1,1,,,3,4631,13,1,Career Technology Center of Lackawanna County,1,1,PA,781,0
1,1,24,18,0,4,4,4685.0,,1,5592,11,1,Houston Graduate School of Theology,1,2,TX,10238,0
2,1,7,3,1,2,2,6197.0,0.4298,2,5155,11,1,Palo Alto College,1,1,TX,1467,0
3,33,29,6,5,3,3,6846.0,0.12,1,1796,11,0,National American University-Albuquerque,1,3,NM,14222,0
4,15,14,15,11,4,2,5306.0,0.4485,1,7431,11,1,ECPI University,1,3,VA,16220,0
5,7,10,1,4,2,1,4708.0,0.5217,2,3289,13,0,Carrington College-San Leandro,1,3,CA,13934,0
6,3,-3,-2,-2,1,1,,,3,6075,12,0,Branford Hall Career Institute-Jersey City,1,3,NJ,29776,0
7,1,24,6,5,4,3,6099.0,,1,18060,11,1,Austin Graduate School of Theology,1,2,TX,8951,0
8,1,-3,-2,-2,1,1,,,2,1242,43,1,Jenny Lea Academy of Cosmetology,1,3,KY,3490,0
9,1,-3,-2,-2,1,1,,,3,2882,13,1,Cloyd's Beauty School 3 Inc,1,3,LA,4991,0
10,1,-3,-2,-2,1,1,,,2,7715,41,1,Moore Norman Technology Center,1,1,OK,1210,0
11,1,-3,-2,-2,1,1,,,3,45607,23,1,Fayette County Career & Technical Institute Practical Nursing Program,1,1,PA,2097,0
12,2,10,1,4,2,1,,,2,5931,11,1,Carrington College-Portland,1,3,OR,10750,0
13,1,-3,-2,-2,1,1,,,3,7348,41,1,Franklin County Career and Technology Center,1,1,PA,12079,0
14,1,-3,-2,-2,1,1,,,3,3625,12,1,Paul Mitchell the School-Knoxville,1,3,TN,7307,0
15,2,-3,-2,-2,1,1,,,3,2109,21,1,Ogle School Hair Skin Nails-Hurst,1,3,TX,9990,0
16,1,7,4,1,2,1,10405.0,0.457,2,14454,11,1,Milwaukee Area Technical College,1,1,WI,2642,0
17,4,15,16,13,4,3,9589.0,0.7736,1,10812,32,1,Washington State University,1,1,WA,10671,0
18,1,18,15,11,4,3,8178.0,0.6453,1,7379,31,1,Eastern Washington University,1,1,WA,7914,0
19,3,11,10,10,3,2,5627.0,0.5225,1,5865,32,0,Potomac State College of West Virginia University,1,1,WV,5816,0
0,1,20,12,11,4,3,6328.0,0.8861,1,6737,32,1,Fairmont State University,1,1,WV,3595,0
1,1,2,3,1,2,1,7710.0,0.5341,2,12016,13,1,Chippewa Valley Technical College,1,1,WI,3263,0
2,18,14,6,5,3,2,4821.0,0.2097,1,2356,11,0,Bryant & Stratton College-Milwaukee,1,3,WI,14141,0
3,1,5,3,1,2,1,9106.0,0.2422,2,14403,21,1,Waukesha County Technical College,1,1,WI,2514,0
4,1,24,18,0,4,4,6831.0,0.6316,1,24817,21,1,Sacred Heart Seminary and School of Theology,1,2,WI,14049,0
5,1,21,11,14,4,3,6857.0,0.7821,1,9012,22,1,Saint Norbert College,1,2,WI,17881,0
6,1,1,2,1,2,1,6206.0,0.2847,2,17474,41,1,Nicolet Area Technical College,1,1,WI,2862,0
7,1,11,4,2,3,2,5633.0,0.5147,2,4497,12,1,University of Wisconsin Colleges,1,1,WI,4081,0
8,2,-3,-2,-2,1,1,,,3,674,21,1,Instituto de Educacion Tecnica Ocupacional La Reine-Manati,1,3,PR,6157,0
9,1,31,18,0,4,4,7810.0,1.0,1,7644,11,1,Inter American University of Puerto Rico-School of Law,1,2,PR,17482,0
10,1,15,16,14,4,3,11265.0,0.8271,1,15121,12,1,University of Wisconsin-Madison,1,1,WI,10841,0
11,1,18,15,6,4,3,3794.0,1.0,1,3239,12,1,Universidad del Este,1,2,PR,6798,0
12,1,-3,-2,-2,1,1,,,3,973,11,1,International Technical College,1,3,PR,4005,0
13,5,23,12,5,4,2,2834.0,0.2453,1,1784,21,1,National University College-Bayamon,1,3,PR,771,0
14,1,16,15,14,4,3,6820.0,0.8535,1,11124,11,1,University of Puerto Rico-Rio Piedras,1,1,PR,1174,0
15,1,22,12,10,3,3,6556.0,0.8262,1,6331,13,1,University of Puerto Rico-Arecibo,1,1,PR,425,0
16,1,22,9,10,3,2,5478.0,0.7843,1,6129,41,1,University of Puerto Rico-Utuado,1,1,PR,630,0
17,1,25,9,11,4,3,7146.0,0.7849,1,38978,11,1,University of Puerto Rico-Medical Sciences,1,1,PR,4901,0
